symbols
3115
5310
6113
5475
1258
4542
3232
6624
6530
8921
3499
4712
5488
8071
8093
6578
8906
6222
3066
3339
3521
4160
6174
5276
6247
9949
4198
3268
2743
2230
3492
2745
3128
5516
4554
3085
4419
8421
6593
4924
6144
6418
6291
8455
8409
4127
4183
3642
3297
5211
8047
8923
4413
6246
3086
3623
5251
8024
3379
3207
6482
5432
4946
2067
4406
3632
5345
4806
2734
8423
4609
6512
5314
8080
6240
6228
3434
8097
6103
3095
8092
4131
5468
2719
3288
6236
2740
8067
8291
5364
4402
8087
6259
2724
4304
6419
5348
5205
6404
