symbols
2330
2317
2454
6505
2412
2308
1301
2882
1303
2303
2881
1326
3008
2886
2891
1216
2002
2207
3045
3711
2884
2382
2892
5880
2912
1101
2395
2880
2885
2408
2327
5871
6415
4904
2379
2357
2801
3034
5876
4938
9910
1590
1402
2887
1102
2474
2105
3037
2345
2883
2890
6669
2603
2409
8046
4958
5269
2301
2888
1476
2823
9921
2377
2049
8464
3481
2615
2492
9904
8454
2324
3231
2356
2633
2227
6409
9914
2834
2354
2347
2344
6239
3702
2337
3406
2353
3044
1605
9945
2360
2385
2618
1504
2313
1227
2542
3532
6176
2610
1722
1229
1802
1434
2383
2376
2371
2027
2923
2352
3533
6213
3023
2812
3443
2404
2449
1717
2809
6592
6269
2448
3661
3189
5522
1477
2458
9917
3576
1907
2915
6456
1210
2845
2101
5264
6278
3706
1904
2889
2903
2015
2456
6531
3653
9941
2106
2006
6285
2838
3665
6116
3036
2441
2108
1314
9933
2206
2439
2059
2368
3005
2451
3376
4142
9958
2609
3682
2634
2204
2606
2231
1503
6412
3017
6005
2723
2498
1507
1536
1736
8341
1440
3042
1707
1513
2388
2501
2548
1909
1723
5534
5469
1304
1319
1789
1313
2849
2023
8150
8926
2104
6214
1808
9802
9940
6670
9938
2855
5434
2392
2867
6414
1312
4968
4915
6196
6153
6230
3019
2362
2373
4551
1409
3703
3596
3515
2820
1232
6443
5388
2905
2511
2608
1215
6257
3673
2520
1773
2103
4766
2428
3016
8070
9907
3026
2505
2897
2707
9908
6491
3010
8422
5531
9939
2539
2014
4919
2607
3413
6582
8016
2455
2637
2393
4137
8131
2312
6202
1710
1903
2332
3708
4927
4943
9937
6282
1718
4536
6166
1104
2481
4935
1598
2524
2367
2351
3006
5007
9925
2421
1103
1515
6504
8081
6464
1519
2387
2515
3563
2913
3030
6541
6533
2851
1702
1234
1305
1532
2908
2545
6451
3380
1609
1419
8213
8112
2355
2850
6191
3705
8163
2547
6177
8462
3035
2031
2208
1218
1444
1726
8482
8039
2417
1537
1905
3014
2239
1308
9930
2534
1309
5471
9911
3704
2836
6706
2478
6579
2328
2704
4438
4906
1201
1582
1256
4532
2034
1604
8210
1714
1614
3530
3450
2727
2540
2340
4119
3712
6277
1110
2323
1589
4306
4414
2331
4576
2614
2102
8404
1711
2338
1310
9943
2605
2489
2401
2363
6120
2348
1307
1325
2375
6416
6206
3049
2010
1712
1203
5203
3698
1560
2597
6605
9924
2535
6581
3669
5215
3090
2107
3022
5234
4977
2464
1558
9926
3056
2617
1321
4994
1231
4104
8499
2536
6024
2910
2530
1608
3557
5283
8215
6115
3645
3059
2397
6525
2450
1795
1447
2472
3015
3679
8028
6224
1760
2329
2433
1464
6715
6192
2832
5288
3033
2480
4961
6281
9905
2406
1701
1709
6183
5243
9919
1720
1109
1225
2706
4755
1522
2314
4960
3504
3617
6184
5607
3454
3003
9918
1583
1737
4976
4763
5546
2029
2477
2601
2013
9927
6139
6189
2228
8110
1219
6477
6598
4164
3338
2485
2028
6288
1527
1514
3041
2841
2114
4190
6251
8473
2436
8114
6209
9946
1442
2009
9934
4934
5525
8478
9942
5538
3501
1612
2402
4942
4912
4564
9935
4739
2612
2342
8463
1455
2731
3266
2514
1603
1734
4746
5285
4439
2701
3257
2467
2419
5521
8105
2546
2527
1708
1525
3130
3062
3048
4426
2538
2420
2426
3583
6672
6666
6283
2712
1437
2012
6112
1762
1338
3029
2459
2466
2509
1460
6558
8996
8480
8481
3622
1108
2233
2369
2241
5533
6449
4540
8427
3032
2636
3028
9931
2506
2528
1730
1457
4764
3694
3416
2816
2616
2007
4952
6197
2457
1521
1535
4737
4552
5907
2109
1446
3209
8466
2115
1217
2414
2705
6655
4108
2852
2486
1541
2062
2020
1786
2374
6668
3605
1436
2493
4133
8021
8271
1611
1810
6141
4526
2484
2476
1626
6128
8261
8104
4999
9906
4571
5519
6205
3167
3055
2495
1517
2017
2030
1414
2423
2405
5515
3437
2497
1451
1618
1533
2390
3305
3024
6108
4555
1233
2302
2642
2748
2399
2462
6201
3346
2430
2359
1339
1467
2537
4989
3518
3052
1806
1459
1526
3149
2722
2906
6168
6165
2413
2461
1323
2022
1615
2425
2929
3004
3038
1530
6754
4572
4560
1341
2739
4722
6235
3047
2613
1713
2365
2008
3528
4155
1725
1435
2460
3050
1473
4566
4545
6698
8442
8011
1568
1439
2069
2038
3031
4930
8411
4557
4106
8103
3040
1733
1235
3701
3356
8249
9944
3321
2488
1337
1817
8467
6671
4725
8374
1906
1721
1731
3543
4148
6674
6216
6142
6641
3686
1316
1531
3025
1452
3588
4967
6442
8072
6155
5706
8367
1416
1417
1220
1423
1617
2630
2483
5608
5258
4916
3419
6591
2427
3013
1463
1410
1340
1809
3027
3164
3054
3311
6152
6136
3094
3060
1466
1468
9955
2702
2543
4141
5225
4956
2936
2901
3312
2904
2440
1587
3591
2453
1529
1474
1506
1735
1783
1724
2032
2305
1528
1456
2415
3535
8429
3607
5284
2444
1470
6117
6625
1236
2024
1445
4720
3296
3018
3021
3058
2431
1465
1443
6431
6215
1438
1432
1539
1540
1616
2358
2611
3002
5906
6405
4581
3550
9929
2911
1727
2516
4807
6573
8033
4562
2496
2471
1776
1454
2380
9902
8488
2465
1592
2033
6133
6243
6226
1732
2468
3057
1441
8222
6172
3432
3494
8940
1453
1413
2491
1805
2236
5484
1324
3308
3011
3593
6164
8443
1516
2243
2482
2438
3046
8201
2424
2429
9912
6488
5347
3105
5483
4743
4966
8299
6121
5903
5904
3374
5274
3293
8069
3529
6147
5820
6732
3152
6274
4123
8415
3227
3081
4128
6446
6561
8436
8086
6510
6182
1785
5306
6146
5530
3680
6548
4174
3218
6547
4147
3324
3264
6492
4736
5457
4105
3260
4157
5371
8406
3552
6023
1565
6803
5425
5289
3691
2035
3131
3211
3228
6244
6462
5478
6180
8358
6173
6279
3707
6643
6223
6576
3217
6188
8908
5536
4167
3078
6472
3630
6589
8044
8255
4506
8942
4107
5508
5287
4162
8917
6411
6683
8437
6679
5609
1264
3611
6261
3176
6290
4205
8027
6245
8076
5009
5512
5604
5474
8349
6284
6538
5340
5309
6125
6187
4114
8050
8083
1597
5351
8155
6104
6016
4171
6203
4953
9951
6138
5263
5443
3526
6150
8938
6212
1815
5213
6124
8444
2729
8446
6021
3587
6441
8936
3289
3558
8042
8924
6469
8916
4126
3388
2732
3083
1268
3527
4192
4416
6426
8109
6438
4163
4152
8383
8084
4991
6509
6613
4721
3465
2640
3491
3483
3163
4735
3540
1788
1580
6208
4120
3088
5439
3092
4726
6499
6111
3548
5299
3666
4728
3362
3484
6535
8240
6435
8931
3631
6175
5392
6263
4974
3226
3265
6186
1752
4580
3479
8403
3546
2926
2752
6237
5013
5514
6020
8234
3323
3373
4933
8927
6220
4528
3144
5312
3455
5511
3675
1569
4707
1586
2754
3624
6569
6568
3556
4907
5403
8091
4979
6664
6231
3234
3541
8416
6143
8121
6486
3713
4130
8390
5223
6523
5465
6126
4549
8182
6516
8089
8933
3551
3272
4401
5489
4760
8431
6294
3294
8279
3259
6015
3498
6101
4944
4113
3213
5356
4129
5864
4417
5520
6577
3224
6204
3317
5206
5523
6667
6219
3141
3071
3438
1599
3629
3363
2726
5490
3202
6508
5227
6629
6179
1799
4908
8064
5498
7556
3580
3689
3508
6233
4502
6690
8049
6703
3511
3236
6417
6127
3221
8038
6190
4139
4168
6207
8433
8183
3372
6123
4745
3402
3512
6234
8284
8432
5450
6217
3325
1777
6457
6221
6026
8043
1259
3178
3303
8059
4175
6532
2596
6195
5543
3162
6461
8171
2066
4803
6227
5014
6588
4527
4535
4568
3169
6542
8489
3693
6185
6612
4911
6194
8068
5905
6470
4971
4433
5278
6266
2065
1784
8096
6654
6287
5015
1593
8099
6163
1240
4207
4939
6560
3709
8111
3710
3537
8424
5410
5220
4523
4173
3490
5328
5209
4533
5212
4909
6158
8088
8905
6129
3628
4305
6603
6609
3206
8342
6170
8066
4563
5493
5601
3188
5452
3332
3290
5245
5011
4973
6171
3594
6292
8410
4561
5315
5902
5383
3615
4303
2643
4995
6156
2235
6275
6596
6716
8074
8435
4121
3577
3564
1336
4931
5324
5603
5016
3310
4153
8048
3687
4116
5426
4945
3685
5386
8054
9950
6514
1595
2928
4138
8928
5703
4744
1742
4714
6161
6494
3171
3219
3663
4556
3625
2063
3570
6496
6210
3444
4111
6270
5438
4706
2641
3093
6640
8476
4161
4729
3531
8354
6425
6727
4430
8107
6506
6642
6276
4510
5704
4541
4716
5353
5230
3287
6574
5321
3089
1781
8420
8450
3313
6556
4987
6151
6218
6134
3114
6527
8085
8147
3523
8937
6615
6114
5344
3581
8941
5302
8040
5355
6167
3205
6485
5878
6465
5481
4109
3441
3522
4972
8034
3360
4747
8032
6432
8930
6680
4950
5272
8929
5381
5301
2937
3555
5202
5455
3426
4188
6154
5201
2221
6229
6697
6649
6118
4420
3147
5102
3390
3609
3489
5398
8932
8077
3652
4102
3285
8477
8418
2718
1584
3306
4529
3118
6590
4429
5291
3567
9960
5281
4754
8472
4543
5464
2070
2064
6662
6570
3354
1813
4741
2916
3252
3067
4711
4550
6160
3064
3646
1796
9962
6242
5487
3684
4432
4534
6122
8289
4702
3322
3122
3520
6265
6140
6148
4538
3284
3466
2924
6264
8277
6248
2061
4154
3672
3516
4530
6199
5701
6130
4903
3597
3230
3191
6109
6241
6616
8426
4503
3276
2736
8401
4804
5210
6169
4767
5460
8935
3664
1570
1591
4513
7402
8440
8176
6594
5529
